#Frequency (Hz), B_1re (), B_1im (), B_1dB (dB), B_1Ph (rad), Power (dBm)
8.4588000000e+09, 6.3567220000e-05, -8.6081920000e-05, -7.9411608176e+01, 1.7914827827e+01, -2.0000000000e+01
8.4589000000e+09, 1.1508200000e-05, -1.0536180000e-04, -7.9494830714e+01, 1.7387553861e+01, -2.0000000000e+01
8.4590000000e+09, 8.3899420000e-05, 7.1822830000e-05, -7.9137244881e+01, 1.9557556885e+01, -2.0000000000e+01
8.4591000000e+09, 9.6488660000e-05, -4.8834440000e-05, -7.9320048228e+01, 1.8381027613e+01, -2.0000000000e+01
8.4592000000e+09, -8.5964170000e-05, -6.1064060000e-05, -7.9539476301e+01, 1.6325597271e+01, -2.0000000000e+01
8.4593000000e+09, -8.1182750000e-05, -6.9981600000e-05, -7.9397531825e+01, 1.6419397454e+01, -2.0000000000e+01
8.4594000000e+09, -1.0385520000e-04, -2.4642060000e-05, -7.9433568065e+01, 1.5940928407e+01, -2.0000000000e+01
8.4595000000e+09, -2.9005470000e-05, -1.0349190000e-04, -7.9373469306e+01, 1.7005502373e+01, -2.0000000000e+01
8.4596000000e+09, 3.0357490000e-06, -1.0673720000e-04, -7.9430172251e+01, 1.7307193270e+01, -2.0000000000e+01
8.4597000000e+09, -9.1483580000e-05, -5.3669300000e-05, -7.9488614072e+01, 1.6238512479e+01, -2.0000000000e+01
8.4598000000e+09, 7.6657420000e-05, -7.3124870000e-05, -7.9498675621e+01, 1.8087737951e+01, -2.0000000000e+01
8.4599000000e+09, 6.4160010000e-06, -1.0503530000e-04, -7.9557119794e+01, 1.7339768026e+01, -2.0000000000e+01
8.4600000000e+09, -6.4315710000e-05, -8.3828560000e-05, -7.9521903635e+01, 1.6624322745e+01, -2.0000000000e+01

8.4400000000e+09, -7.9685180000e-05, -6.2426890000e-05, -7.9894098541e+01, -2.4770441202e+00, -2.0000000000e+01
8.4401000000e+09, 1.0318220000e-04, -1.1581060000e-05, -7.9673535488e+01, -1.1177115048e-01, -2.0000000000e+01
8.4402000000e+09, 3.3062070000e-06, -1.0376330000e-04, -7.9674717562e+01, -1.5389441324e+00, -2.0000000000e+01
8.4403000000e+09, -1.0064070000e-04, -1.2244510000e-05, -7.9880711673e+01, -3.0205221079e+00, -2.0000000000e+01
8.4404000000e+09, -8.2387250000e-05, 6.5516990000e-05, -7.9554549504e+01, -3.8134196015e+00, -2.0000000000e+01
8.4405000000e+09, 7.7151690000e-05, 6.9307990000e-05, -7.9683499838e+01, -5.5512913836e+00, -2.0000000000e+01
8.4406000000e+09, -1.0163930000e-04, 1.0121540000e-05, -7.9815910891e+01, -3.2408483553e+00, -2.0000000000e+01
8.4407000000e+09, 1.0378360000e-04, 5.7127920000e-06, -7.9664286247e+01, -6.2281955729e+00, -2.0000000000e+01
8.4408000000e+09, 1.2183860000e-05, 1.0074080000e-04, -7.9872827402e+01, -4.8327470778e+00, -2.0000000000e+01
8.4409000000e+09, -8.0854170000e-05, 7.1103450000e-05, -7.9358005151e+01, -3.8629113041e+00, -2.0000000000e+01
8.4410000000e+09, -6.6167510000e-05, -8.3049580000e-05, -7.9478691163e+01, -2.2435358978e+00, -2.0000000000e+01
8.4411000000e+09, -9.9352100000e-05, 4.0003400000e-05, -7.9403944880e+01, -3.5243751614e+00, -2.0000000000e+01
8.4412000000e+09, -2.7722900000e-05, 1.0242060000e-04, -7.9485179831e+01, -4.4480462602e+00, -2.0000000000e+01
8.4413000000e+09, -2.7130170000e-05, -1.0049010000e-04, -7.9651988896e+01, -1.8344881548e+00, -2.0000000000e+01
8.4414000000e+09, -1.0794300000e-04, -1.2059780000e-05, -7.9282236516e+01, -3.0303304587e+00, -2.0000000000e+01
8.4415000000e+09, 1.0572300000e-04, -1.3605260000e-05, -7.9445277921e+01, -1.2798439330e-01, -2.0000000000e+01
8.4416000000e+09, -6.5090130000e-05, 8.5422320000e-05, -7.9380314328e+01, 2.2219208772e+00, -2.0000000000e+01
8.4417000000e+09, -9.6472810000e-05, 4.3106770000e-05, -7.9521336219e+01, 2.7213795450e+00, -2.0000000000e+01
8.4418000000e+09, -5.8101250000e-05, 9.1464080000e-05, -7.9302788890e+01, 2.1367223175e+00, -2.0000000000e+01
8.4419000000e+09, -9.4594920000e-05, -5.2901610000e-05, -7.9300811933e+01, 3.6515050192e+00, -2.0000000000e+01
8.4420000000e+09, 7.1489820000e-05, -8.2830080000e-05, -7.9218472032e+01, 5.4244335904e+00, -2.0000000000e+01
8.4421000000e+09, -4.2245330000e-05, 1.0260930000e-04, -7.9096242571e+01, 8.2445423608e+00, -2.0000000000e+01
8.4422000000e+09, -1.0941170000e-04, 1.8772690000e-05, -7.9092717811e+01, 9.2548540898e+00, -2.0000000000e+01
8.4423000000e+09, -7.2336610000e-05, 8.1070980000e-05, -7.9279307364e+01, 8.5825054907e+00, -2.0000000000e+01
8.4424000000e+09, 2.5380540000e-05, 1.0896350000e-04, -7.9024922485e+01, 7.6251350985e+00, -2.0000000000e+01
8.4425000000e+09, 5.5496600000e-05, 9.8247120000e-05, -7.8950907767e+01, 7.3397955752e+00, -2.0000000000e+01
8.4426000000e+09, -9.2269290000e-05, 5.8315590000e-05, -7.9239303782e+01, 8.8611499341e+00, -2.0000000000e+01
8.4427000000e+09, 6.4278440000e-05, 9.2829660000e-05, -7.8945217115e+01, 7.2483513933e+00, -2.0000000000e+01
8.4428000000e+09, -3.3925490000e-05, 1.0830190000e-04, -7.8900760306e+01, 8.1575489563e+00, -2.0000000000e+01
8.4429000000e+09, -1.1068040000e-04, 2.9948880000e-06, -7.9115406932e+01, 9.3977256788e+00, -2.0000000000e+01
8.4430000000e+09, -1.1052930000e-04, -2.4415040000e-05, -7.8923552636e+01, 9.6421789427e+00, -2.0000000000e+01
8.4431000000e+09, 5.5743440000e-06, 1.1398030000e-04, -7.8853028959e+01, 7.8051143640e+00, -2.0000000000e+01
8.4432000000e+09, -1.9447970000e-05, 1.1315720000e-04, -7.8799931455e+01, 8.0241856301e+00, -2.0000000000e+01
8.4433000000e+09, -1.0306140000e-04, -4.8081640000e-05, -7.8882840577e+01, 9.8612961162e+00, -2.0000000000e+01
8.4434000000e+09, 3.2078760000e-06, 1.1545950000e-04, -7.8748055411e+01, 7.8262052191e+00, -2.0000000000e+01
8.4435000000e+09, 9.1150170000e-05, 6.8731060000e-05, -7.8849785280e+01, 6.9292683056e+00, -2.0000000000e+01
8.4436000000e+09, 8.5883890000e-05, 7.6595570000e-05, -7.8780161164e+01, 7.0114795029e+00, -2.0000000000e+01
8.4437000000e+09, -6.6218050000e-05, 9.7538810000e-05, -7.8570273939e+01, 8.4503983636e+00, -2.0000000000e+01
8.4438000000e+09, -1.1405920000e-04, -3.1961580000e-05, -7.8529100227e+01, 9.6979899345e+00, -2.0000000000e+01
8.4439000000e+09, 1.1567460000e-04, -2.0876340000e-05, -7.8596040126e+01, 1.2387817901e+01, -2.0000000000e+01
8.4440000000e+09, 3.4891570000e-05, 1.1175890000e-04, -7.8630425886e+01, 1.3834551807e+01, -2.0000000000e+01
8.4441000000e+09, 7.8264370000e-05, 8.7730500000e-05, -7.8594306120e+01, 1.3408733722e+01, -2.0000000000e+01
8.4442000000e+09, -1.2099980000e-04, -7.7309320000e-06, -7.8326614264e+01, 1.5771768646e+01, -2.0000000000e+01
8.4443000000e+09, 1.1937070000e-04, 1.6197920000e-05, -7.8382806121e+01, 1.2701241123e+01, -2.0000000000e+01
8.4444000000e+09, 1.1870660000e-04, 1.5036160000e-05, -7.8441375708e+01, 1.2692366219e+01, -2.0000000000e+01
8.4445000000e+09, -9.7359540000e-05, 7.1409580000e-05, -7.8362958533e+01, 1.5075130386e+01, -2.0000000000e+01
8.4446000000e+09, 1.2271990000e-04, -6.6102310000e-06, -7.8209117895e+01, 1.2512558240e+01, -2.0000000000e+01
8.4447000000e+09, 6.6056910000e-05, 1.0024900000e-04, -7.8412342429e+01, 1.3554540771e+01, -2.0000000000e+01
8.4448000000e+09, -2.3243740000e-05, 1.1985510000e-04, -7.8266529720e+01, 1.4328721142e+01, -2.0000000000e+01
8.4449000000e+09, 9.5918930000e-05, 7.7825730000e-05, -7.8165227304e+01, 1.3248006057e+01, -2.0000000000e+01
8.4450000000e+09, 4.4698090000e-05, 1.1584690000e-04, -7.8119600300e+01, 1.3768928829e+01, -2.0000000000e+01
8.4451000000e+09, 1.2046160000e-04, 2.9098650000e-05, -7.8136730141e+01, 1.2803389686e+01, -2.0000000000e+01
8.4452000000e+09, -1.2338880000e-04, 2.5575710000e-05, -7.7991792333e+01, 1.5503580098e+01, -2.0000000000e+01
8.4453000000e+09, 8.1396870000e-05, 9.4930060000e-05, -7.8058419330e+01, 1.3428369161e+01, -2.0000000000e+01
8.4454000000e+09, 1.2467160000e-04, 3.6219360000e-05, -7.7732751111e+01, 1.2849105905e+01, -2.0000000000e+01
8.4455000000e+09, -1.2757560000e-04, 5.2693620000e-06, -7.7877244827e+01, 1.5666682893e+01, -2.0000000000e+01
8.4456000000e+09, 1.1799580000e-04, -5.5697470000e-05, -7.7689073444e+01, 1.8408534233e+01, -2.0000000000e+01
8.4457000000e+09, 8.3344940000e-05, 1.0423300000e-04, -7.7493142002e+01, 1.9745853891e+01, -2.0000000000e+01
8.4458000000e+09, 1.3044760000e-04, -1.2692410000e-05, -7.7650356533e+01, 1.8752562319e+01, -2.0000000000e+01
8.4459000000e+09, 6.5970820000e-05, -1.1575660000e-04, -7.7507590830e+01, 1.7796760035e+01, -2.0000000000e+01
8.4460000000e+09, 1.2884460000e-04, 3.0665860000e-05, -7.7559375822e+01, 1.9083215180e+01, -2.0000000000e+01
8.4461000000e+09, -7.6945630000e-05, -1.1139080000e-04, -7.7368721212e+01, 1.6674253901e+01, -2.0000000000e+01
8.4462000000e+09, 1.3532520000e-04, 2.7509120000e-05, -7.7196570173e+01, 1.9050104843e+01, -2.0000000000e+01
8.4463000000e+09, -1.4048680000e-04, -1.7090520000e-05, -7.6983488247e+01, 2.2112205869e+01, -2.0000000000e+01
8.4464000000e+09, 1.0531060000e-04, -9.0970680000e-05, -7.7129603620e+01, 2.4420271510e+01, -2.0000000000e+01
8.4465000000e+09, 1.2641930000e-04, -6.2758180000e-05, -7.7007013224e+01, 2.4671954668e+01, -2.0000000000e+01
8.4466000000e+09, 8.8530440000e-05, -1.1268730000e-04, -7.6874827404e+01, 2.4227861565e+01, -2.0000000000e+01
8.4467000000e+09, 1.3207330000e-04, -5.1668170000e-05, -7.6965240886e+01, 2.4759836811e+01, -2.0000000000e+01
8.4468000000e+09, 7.9728460000e-05, -1.2215500000e-04, -7.6720595749e+01, 2.4140203744e+01, -2.0000000000e+01
8.4469000000e+09, 1.0599340000e-04, -1.0707250000e-04, -7.6439909582e+01, 2.4342278478e+01, -2.0000000000e+01
8.4470000000e+09, 1.3997200000e-04, -5.3219080000e-05, -7.6492785629e+01, 2.4769408695e+01, -2.0000000000e+01
8.4471000000e+09, 6.9121390000e-05, -1.3705620000e-04, -7.6277847423e+01, 2.4029049558e+01, -2.0000000000e+01
8.4472000000e+09, 5.3848640000e-05, -1.4366350000e-04, -7.6282142556e+01, 2.3920561947e+01, -2.0000000000e+01
8.4473000000e+09, 1.2051570000e-04, -1.0382190000e-04, -7.5968276264e+01, 2.4421619908e+01, -2.0000000000e+01
8.4474000000e+09, -6.6787080000e-05, -1.4579970000e-04, -7.5897616838e+01, 2.3132396797e+01, -2.0000000000e+01
8.4475000000e+09, 1.0638830000e-04, -1.2458740000e-04, -7.5712095500e+01, 2.4268713243e+01, -2.0000000000e+01
8.4476000000e+09, 1.0940450000e-04, 1.2925550000e-04, -7.5424764472e+01, 2.6001125272e+01, -2.0000000000e+01
8.4477000000e+09, 5.8657300000e-05, -1.6165060000e-04, -7.5291252456e+01, 2.3910034214e+01, -2.0000000000e+01
8.4478000000e+09, -2.3089850000e-05, -1.7405170000e-04, -7.5110668294e+01, 2.3430054145e+01, -2.0000000000e+01
8.4479000000e+09, 1.1759480000e-04, 1.3371880000e-04, -7.4988139689e+01, 2.5982210459e+01, -2.0000000000e+01
8.4480000000e+09, -2.5281960000e-05, 1.8394530000e-04, -7.4624950840e+01, 2.6840124595e+01, -2.0000000000e+01
8.4481000000e+09, 1.0917370000e-04, -1.5264030000e-04, -7.4532358294e+01, 2.4182822752e+01, -2.0000000000e+01
8.4482000000e+09, -2.4620260000e-05, -1.8743630000e-04, -7.4468633907e+01, 2.3431339931e+01, -2.0000000000e+01
8.4483000000e+09, 1.8514360000e-05, 1.9196660000e-04, -7.4295276149e+01, 2.0324203894e+01, -2.0000000000e+01
8.4484000000e+09, -2.0500110000e-05, -1.9876090000e-04, -7.3987425673e+01, 2.3459168759e+01, -2.0000000000e+01
8.4485000000e+09, 1.5231590000e-04, -1.3058240000e-04, -7.3952136518e+01, 2.4424016887e+01, -2.0000000000e+01
8.4486000000e+09, -1.1268620000e-04, -1.6950490000e-04, -7.3826841149e+01, 2.2975238410e+01, -2.0000000000e+01
8.4487000000e+09, 7.2156490000e-05, -1.9004900000e-04, -7.3837852309e+01, 2.3924806215e+01, -2.0000000000e+01
8.4488000000e+09, -4.7860240000e-05, -1.9363590000e-04, -7.4002755689e+01, 2.3319635165e+01, -2.0000000000e+01
8.4489000000e+09, 4.6980200000e-05, -1.8976530000e-04, -7.4177319499e+01, 2.3804635225e+01, -2.0000000000e+01
8.4490000000e+09, 1.2574900000e-04, -1.5131610000e-04, -7.4121838618e+01, 2.4255325348e+01, -2.0000000000e+01
8.4491000000e+09, 7.1529890000e-05, -1.8497330000e-04, -7.4052578686e+01, 2.3930936808e+01, -2.0000000000e+01
8.4492000000e+09, -7.6894490000e-05, -1.8647790000e-04, -7.3905467884e+01, 2.3170836015e+01, -2.0000000000e+01
8.4493000000e+09, 2.0470700000e-04, 3.2645120000e-05, -7.3668279787e+01, 2.5290882034e+01, -2.0000000000e+01
8.4494000000e+09, -4.3268320000e-05, -2.0926470000e-04, -7.3404273593e+01, 2.3358054432e+01, -2.0000000000e+01
8.4495000000e+09, -1.4878750000e-04, -1.6754550000e-04, -7.2992165710e+01, 2.2835775653e+01, -2.0000000000e+01
8.4496000000e+09, -4.6773110000e-05, -2.2530610000e-04, -7.2761294218e+01, 2.3357254301e+01, -2.0000000000e+01
8.4497000000e+09, -1.9009860000e-04, -1.4465910000e-04, -7.2436398215e+01, 2.2641632824e+01, -2.0000000000e+01
8.4498000000e+09, -2.1458790000e-04, -1.2594350000e-04, -7.2082410759e+01, 2.2521886485e+01, -2.0000000000e+01
8.4499000000e+09, -2.4019800000e-04, -9.2845400000e-05, -7.1783859502e+01, 2.2359995263e+01, -2.0000000000e+01
8.4500000000e+09, -2.7020570000e-04, -5.6952240000e-06, -7.1364180927e+01, 2.2012222819e+01, -2.0000000000e+01
8.4501000000e+09, -2.5968190000e-04, -1.1149960000e-04, -7.0976334442e+01, 2.2396714765e+01, -2.0000000000e+01
8.4502000000e+09, -2.7527470000e-04, -8.6358180000e-05, -7.0796997780e+01, 2.2295141213e+01, -2.0000000000e+01
8.4503000000e+09, -2.8737180000e-04, -9.1944300000e-05, -7.0407853743e+01, 2.2300805193e+01, -2.0000000000e+01
8.4504000000e+09, -3.0104110000e-04, -8.7917200000e-05, -7.0072027715e+01, 2.2275290256e+01, -2.0000000000e+01
8.4505000000e+09, -3.1906770000e-04, 2.5417850000e-05, -6.9894869170e+01, 2.1911653580e+01, -2.0000000000e+01
8.4506000000e+09, -3.1073040000e-04, -1.0580460000e-04, -6.9675908031e+01, 2.2319337795e+01, -2.0000000000e+01
8.4507000000e+09, -3.3991380000e-04, -4.8507350000e-06, -6.9371739730e+01, 2.2005418092e+01, -2.0000000000e+01
8.4508000000e+09, -3.1738460000e-04, 1.4079790000e-04, -6.9188074490e+01, 2.1573613584e+01, -2.0000000000e+01
8.4509000000e+09, -3.3338200000e-04, 1.2118060000e-04, -6.9002216856e+01, 2.1642507969e+01, -2.0000000000e+01
8.4510000000e+09, -3.4171900000e-04, 1.2091190000e-04, -6.8814325227e+01, 2.1651061999e+01, -2.0000000000e+01
8.4511000000e+09, -3.2633800000e-04, 1.6409040000e-04, -6.8747720665e+01, 2.1525244756e+01, -2.0000000000e+01
8.4512000000e+09, -2.9938040000e-04, 2.0699240000e-04, -6.8778677845e+01, 2.1386215984e+01, -2.0000000000e+01
8.4513000000e+09, -2.2817970000e-04, 2.8753380000e-04, -6.8704981012e+01, 2.1091163349e+01, -2.0000000000e+01
8.4514000000e+09, -2.4296800000e-04, 2.7714770000e-04, -6.8669585905e+01, 2.1140129195e+01, -2.0000000000e+01
8.4515000000e+09, -3.1037610000e-04, 1.9291550000e-04, -6.8743570390e+01, 2.1435031136e+01, -2.0000000000e+01
8.4516000000e+09, -2.4436750000e-04, 2.6375760000e-04, -6.8884567425e+01, 2.1167608827e+01, -2.0000000000e+01
8.4517000000e+09, -2.4325520000e-04, 2.5884680000e-04, -6.8990275189e+01, 2.1174707732e+01, -2.0000000000e+01
8.4518000000e+09, -1.9864760000e-04, 2.8877840000e-04, -6.9106112881e+01, 2.1022903966e+01, -2.0000000000e+01
8.4519000000e+09, -1.8485370000e-04, 2.8494630000e-04, -6.9379248594e+01, 2.0995835359e+01, -2.0000000000e+01
8.4520000000e+09, 5.9032060000e-07, 3.3229130000e-04, -6.9569606878e+01, 2.0418575735e+01, -2.0000000000e+01
8.4521000000e+09, -7.9718940000e-05, 3.1215470000e-04, -6.9838207796e+01, 2.0670390621e+01, -2.0000000000e+01
8.4522000000e+09, -2.7734690000e-05, 3.1042950000e-04, -7.0126211817e+01, 2.0509458622e+01, -2.0000000000e+01
8.4523000000e+09, 6.5187010000e-05, 2.9778960000e-04, -7.0318534464e+01, 2.0204848626e+01, -2.0000000000e+01
8.4524000000e+09, 2.3916090000e-05, 2.9376680000e-04, -7.0611256184e+01, 2.0339119579e+01, -2.0000000000e+01
8.4525000000e+09, 1.1109290000e-04, 2.6500830000e-04, -7.0831722900e+01, 2.0023399932e+01, -2.0000000000e+01
8.4526000000e+09, 2.0699160000e-04, 1.8166180000e-04, -7.1200642718e+01, 1.9569872889e+01, -2.0000000000e+01
8.4527000000e+09, 6.5306750000e-06, 2.6595380000e-04, -7.1501258076e+01, 2.0395801507e+01, -2.0000000000e+01
8.4528000000e+09, 1.3903660000e-04, 2.1828890000e-04, -7.1740469464e+01, 1.9853213984e+01, -2.0000000000e+01
8.4529000000e+09, -2.1217210000e-04, 1.4009440000e-04, -7.1894755344e+01, 2.1407575939e+01, -2.0000000000e+01
8.4530000000e+09, 7.9100560000e-05, 2.2895270000e-04, -7.2315377427e+01, 2.0087702086e+01, -2.0000000000e+01
8.4531000000e+09, 1.7333200000e-04, 1.5961510000e-04, -7.2555430146e+01, 1.9593778933e+01, -2.0000000000e+01
8.4532000000e+09, 5.6062750000e-06, 2.2577580000e-04, -7.2923775228e+01, 2.0395526190e+01, -2.0000000000e+01
8.4533000000e+09, 1.1055390000e-04, 1.9444420000e-04, -7.3007633190e+01, 1.9903368525e+01, -2.0000000000e+01
8.4534000000e+09, 1.1914660000e-04, 1.8218300000e-04, -7.3243448379e+01, 1.9841174374e+01, -2.0000000000e+01
8.4535000000e+09, -1.1619260000e-04, 1.7336530000e-04, -7.3609495427e+01, 2.1010809659e+01, -2.0000000000e+01
8.4536000000e+09, 1.7209660000e-04, 1.1180630000e-04, -7.3755334100e+01, 1.9425700355e+01, -2.0000000000e+01
8.4537000000e+09, 1.9231330000e-04, 6.0471480000e-05, -7.3910334212e+01, 1.9154209514e+01, -2.0000000000e+01
8.4538000000e+09, 1.1139610000e-04, 1.5942200000e-04, -7.4222272040e+01, 1.9810465798e+01, -2.0000000000e+01
8.4539000000e+09, 1.8666980000e-04, 4.0846810000e-05, -7.4375396834e+01, 1.9064979014e+01, -2.0000000000e+01
8.4540000000e+09, 1.6269040000e-04, 8.9691060000e-05, -7.4620216614e+01, 1.9353395923e+01, -2.0000000000e+01
8.4541000000e+09, 1.1926630000e-04, 1.3690990000e-04, -7.4818972416e+01, 1.9703718403e+01, -2.0000000000e+01
8.4542000000e+09, 1.7328670000e-04, 4.3630690000e-05, -7.4957750014e+01, 1.9096212240e+01, -2.0000000000e+01
8.4543000000e+09, 1.4770460000e-04, -8.7973390000e-05, -7.5293548386e+01, 1.8312375347e+01, -2.0000000000e+01
8.4544000000e+09, 1.3339870000e-04, -1.0694490000e-04, -7.5341351589e+01, 1.8173783076e+01, -2.0000000000e+01
8.4545000000e+09, 1.0821010000e-04, 1.2922250000e-04, -7.5465611714e+01, 1.9723222504e+01, -2.0000000000e+01
8.4546000000e+09, 7.1993630000e-05, -1.4544420000e-04, -7.5794320790e+01, 1.7738392312e+01, -2.0000000000e+01
8.4547000000e+09, 1.4368840000e-04, -7.6670540000e-05, -7.5763490609e+01, 1.8359399620e+01, -2.0000000000e+01
8.4548000000e+09, 1.4072530000e-04, -6.9162580000e-05, -7.6092931776e+01, 1.8392753755e+01, -2.0000000000e+01
8.4549000000e+09, -3.2986870000e-05, 1.5243390000e-04, -7.6139609440e+01, 2.0633467258e+01, -2.0000000000e+01
8.4550000000e+09, -1.4715510000e-04, 3.4629000000e-05, -7.6410417468e+01, 2.1760030410e+01, -2.0000000000e+01
8.4551000000e+09, 1.4625740000e-04, -3.8961690000e-05, -7.6399893115e+01, 2.4872395997e+01, -2.0000000000e+01
8.4552000000e+09, 1.2571090000e-04, 8.0268610000e-05, -7.6527425983e+01, 2.5701001997e+01, -2.0000000000e+01
8.4553000000e+09, 1.4010280000e-04, -3.7600270000e-05, -7.6769011189e+01, 2.4870543394e+01, -2.0000000000e+01
8.4554000000e+09, 9.2633480000e-05, 1.1187400000e-04, -7.6757843716e+01, 2.6011945500e+01, -2.0000000000e+01
8.4555000000e+09, 1.3260200000e-04, 5.3268980000e-05, -7.6899256608e+01, 2.5514730163e+01, -2.0000000000e+01
8.4556000000e+09, 8.7828080000e-05, -1.1009050000e-04, -7.7025964829e+01, 2.4235331168e+01, -2.0000000000e+01
8.4557000000e+09, 1.3520480000e-04, 3.4424350000e-05, -7.7107372516e+01, 2.5382052986e+01, -2.0000000000e+01
8.4558000000e+09, 2.2106960000e-05, -1.3551930000e-04, -7.7245919283e+01, 2.3723648356e+01, -2.0000000000e+01
8.4559000000e+09, 8.5700490000e-05, -1.0148780000e-04, -7.7533943966e+01, 2.4263202991e+01, -2.0000000000e+01
8.4560000000e+09, 6.0601090000e-05, 1.1943890000e-04, -7.7462225196e+01, 2.6234002187e+01, -2.0000000000e+01
8.4561000000e+09, 7.7702020000e-05, -1.0851970000e-04, -7.7492354022e+01, 2.4183340268e+01, -2.0000000000e+01
8.4562000000e+09, -7.9420720000e-06, 1.3280860000e-04, -7.7519972727e+01, 2.6763267309e+01, -2.0000000000e+01
8.4563000000e+09, 9.6977220000e-05, 8.1395530000e-05, -7.7950715304e+01, 2.5831005922e+01, -2.0000000000e+01
8.4564000000e+09, 3.6731420000e-05, -1.2393450000e-04, -7.7770506455e+01, 2.3850075166e+01, -2.0000000000e+01
8.4565000000e+09, -7.6463630000e-06, 1.2724850000e-04, -7.7891293269e+01, 2.6763555392e+01, -2.0000000000e+01
8.4566000000e+09, 3.6667360000e-05, -1.1814020000e-04, -7.8152630942e+01, 2.3862889534e+01, -2.0000000000e+01
8.4567000000e+09, 1.2385150000e-04, 1.0564100000e-05, -7.8110491904e+01, 2.5217831773e+01, -2.0000000000e+01
8.4568000000e+09, -9.0093380000e-05, 8.4885830000e-05, -7.8146726019e+01, 2.7518687901e+01, -2.0000000000e+01
8.4569000000e+09, 1.0986310000e-04, 5.6625050000e-05, -7.8159819059e+01, 2.5608644366e+01, -2.0000000000e+01
8.4570000000e+09, 8.9630350000e-05, 8.2756970000e-05, -7.8273294862e+01, 2.5878288775e+01, -2.0000000000e+01
8.4571000000e+09, 1.0601920000e-04, -5.6826240000e-05, -7.8395527093e+01, 2.4640710452e+01, -2.0000000000e+01
8.4572000000e+09, -1.0324820000e-04, 6.0765590000e-05, -7.8430679743e+01, 2.7742384230e+01, -2.0000000000e+01
8.4573000000e+09, -4.0193640000e-05, 1.1236750000e-04, -7.8464295140e+01, 2.7047053832e+01, -2.0000000000e+01
8.4574000000e+09, 1.1252220000e-04, -3.6049820000e-05, -7.8550886052e+01, 2.4822693962e+01, -2.0000000000e+01
8.4575000000e+09, 8.5807630000e-05, 7.9018450000e-05, -7.8662419302e+01, 2.5876972701e+01, -2.0000000000e+01
8.4576000000e+09, 1.1437150000e-04, 1.4717730000e-05, -7.8762315821e+01, 2.5260721438e+01, -2.0000000000e+01
8.4577000000e+09, 9.8401350000e-05, -6.1689500000e-05, -7.8700389166e+01, 2.4572764432e+01, -2.0000000000e+01
8.4578000000e+09, 6.2906930000e-05, -9.5597590000e-05, -7.8828553294e+01, 2.4143950606e+01, -2.0000000000e+01
