#Frequency (Hz), B_1re (), B_1im (), B_1dB (dB), B_1Ph (rad), Power (dBm)
8.4510000000e+09, -3.3142340000e-04, 1.3105660000e-04, -6.8961371148e+01, 2.7897768544e+01, -2.0000000000e+01
8.4511000000e+09, -3.0782760000e-04, 1.6532450000e-04, -6.9133198294e+01, 2.7781473084e+01, -2.0000000000e+01
8.4512000000e+09, -2.7145190000e-04, 2.1143970000e-04, -6.9266744120e+01, 2.7612578530e+01, -2.0000000000e+01
8.4513000000e+09, -2.0699580000e-04, 2.7065440000e-04, -6.9351637947e+01, 2.7356441975e+01, -2.0000000000e+01
8.4514000000e+09, -2.0659240000e-04, 2.5552670000e-04, -6.9666795459e+01, 2.7383437760e+01, -2.0000000000e+01
8.4515000000e+09, -2.6726800000e-04, 1.7195730000e-04, -6.9956721899e+01, 2.7702620138e+01, -2.0000000000e+01
8.4516000000e+09, -2.1400550000e-04, 2.2255840000e-04, -7.0207676943e+01, 2.7469346820e+01, -2.0000000000e+01
8.4517000000e+09, -1.9614450000e-04, 2.1851430000e-04, -7.0643861175e+01, 2.7435040476e+01, -2.0000000000e+01
8.4518000000e+09, -1.5871720000e-04, 2.3414170000e-04, -7.0968368120e+01, 2.7299254990e+01, -2.0000000000e+01
8.4519000000e+09, -1.4855140000e-04, 2.2877930000e-04, -7.1283833655e+01, 2.7279435902e+01, -2.0000000000e+01
8.4520000000e+09, 9.4066880000e-06, 2.5715820000e-04, -7.1790185257e+01, 2.6666974476e+01, -2.0000000000e+01
8.4521000000e+09, -5.8894970000e-05, 2.4558690000e-04, -7.1953049789e+01, 2.6938905863e+01, -2.0000000000e+01
8.4522000000e+09, -2.2422960000e-05, 2.4735260000e-04, -7.2098127015e+01, 2.6793942261e+01, -2.0000000000e+01
8.4523000000e+09, 6.3586110000e-05, 2.3955210000e-04, -7.2116307823e+01, 2.6444083079e+01, -2.0000000000e+01
8.4524000000e+09, 2.4522500000e-05, 2.4591130000e-04, -7.2141456230e+01, 2.6604145232e+01, -2.0000000000e+01
8.4525000000e+09, 1.0807330000e-04, 2.2822290000e-04, -7.1954140245e+01, 2.6261278874e+01, -2.0000000000e+01
8.4526000000e+09, 1.9383240000e-04, 1.5925670000e-04, -7.2011167635e+01, 2.5820527158e+01, -2.0000000000e+01
8.4527000000e+09, -8.3320390000e-07, 2.5598930000e-04, -7.1835517736e+01, 2.6706792383e+01, -2.0000000000e+01
8.4528000000e+09, 1.4751300000e-04, 2.0942510000e-04, -7.1829706724e+01, 2.6089883949e+01, -2.0000000000e+01
8.4529000000e+09, -2.1972130000e-04, 1.2693300000e-04, -7.1911853779e+01, 2.7750472831e+01, -2.0000000000e+01
8.4530000000e+09, 7.3788370000e-05, 2.3628790000e-04, -7.2127046651e+01, 2.6400851644e+01, -2.0000000000e+01
8.4531000000e+09, 1.8184310000e-04, 1.5586200000e-04, -7.2413917957e+01, 2.5841356360e+01, -2.0000000000e+01
8.4532000000e+09, -5.3074170000e-07, 2.3415300000e-04, -7.2609983160e+01, 2.6705804197e+01, -2.0000000000e+01
8.4533000000e+09, 1.1438700000e-04, 1.9688530000e-04, -7.2852662566e+01, 2.6177218564e+01, -2.0000000000e+01
8.4534000000e+09, 1.2947070000e-04, 1.7876900000e-04, -7.3122836502e+01, 2.6076731224e+01, -2.0000000000e+01
8.4535000000e+09, -1.2892020000e-04, 1.7465130000e-04, -7.3267625108e+01, 2.7339416405e+01, -2.0000000000e+01
8.4536000000e+09, 1.7740890000e-04, 1.1701800000e-04, -7.3451775032e+01, 2.5715831979e+01, -2.0000000000e+01
8.4537000000e+09, 1.9947690000e-04, 4.4830510000e-05, -7.3788153206e+01, 2.5353808527e+01, -2.0000000000e+01
8.4538000000e+09, 1.1994820000e-04, 1.5961130000e-04, -7.3994263405e+01, 2.6059075904e+01, -2.0000000000e+01
8.4539000000e+09, 1.9294080000e-04, 2.9327800000e-05, -7.4192315335e+01, 2.5283590635e+01, -2.0000000000e+01
8.4540000000e+09, 1.7111320000e-04, 8.9828250000e-05, -7.4277228623e+01, 2.5616159917e+01, -2.0000000000e+01
8.4541000000e+09, 1.2133320000e-04, 1.3883010000e-04, -7.4685780292e+01, 2.5985291799e+01, -2.0000000000e+01
8.4542000000e+09, 1.7669120000e-04, 4.0525800000e-05, -7.4833044146e+01, 2.5358201183e+01, -2.0000000000e+01
8.4543000000e+09, 1.5305200000e-04, -9.0390650000e-05, -7.5003763577e+01, 2.4599271180e+01, -2.0000000000e+01
8.4544000000e+09, 1.3533190000e-04, -1.0835770000e-04, -7.5220671663e+01, 2.4457585095e+01, -2.0000000000e+01
8.4545000000e+09, 1.0362520000e-04, 1.3251120000e-04, -7.5482534631e+01, 2.6039862245e+01, -2.0000000000e+01
8.4546000000e+09, 5.5230460000e-05, -1.5692970000e-04, -7.5578757382e+01, 2.3900350483e+01, -2.0000000000e+01
8.4547000000e+09, 1.4491600000e-04, -8.1444240000e-05, -7.5585592126e+01, 2.4620724078e+01, -2.0000000000e+01
8.4548000000e+09, 1.4082890000e-04, -7.5936000000e-05, -7.5917760637e+01, 2.4638221744e+01, -2.0000000000e+01
8.4549000000e+09, -5.2720680000e-05, 1.4664480000e-04, -7.6146767808e+01, 2.7048661750e+01, -2.0000000000e+01
8.4550000000e+09, -1.5211780000e-04, 2.5470310000e-05, -7.6236318142e+01, 2.8108434750e+01, -2.0000000000e+01
8.4551000000e+09, 1.5105400000e-04, -3.0895150000e-05, -7.6239375448e+01, 3.1214178547e+01, -2.0000000000e+01
8.4552000000e+09, 1.3158210000e-04, 7.2772340000e-05, -7.6457059202e+01, 3.1921113384e+01, -2.0000000000e+01
8.4553000000e+09, 1.4100980000e-04, -4.4812660000e-05, -7.6597157867e+01, 3.1108222149e+01, -2.0000000000e+01
8.4554000000e+09, 7.8795580000e-05, 1.2061860000e-04, -7.6828230684e+01, 3.2408057726e+01, -2.0000000000e+01
8.4555000000e+09, 1.3670590000e-04, 4.6088470000e-05, -7.6816726157e+01, 3.1741095509e+01, -2.0000000000e+01
8.4556000000e+09, 9.6443650000e-05, -1.0344490000e-04, -7.6989216926e+01, 3.0595516917e+01, -2.0000000000e+01
8.4557000000e+09, 1.3523760000e-04, 3.4457130000e-05, -7.7104890344e+01, 3.1665407925e+01, -2.0000000000e+01
8.4558000000e+09, 2.9259380000e-05, -1.3871300000e-04, -7.6968599575e+01, 3.0053017421e+01, -2.0000000000e+01
8.4559000000e+09, 9.0619030000e-05, -1.0297900000e-04, -7.7254615467e+01, 3.0566771433e+01, -2.0000000000e+01
8.4560000000e+09, 5.6022510000e-05, 1.2601610000e-04, -7.7208219332e+01, 3.2568396791e+01, -2.0000000000e+01
8.4561000000e+09, 8.3346860000e-05, -1.0654800000e-04, -7.7375684806e+01, 3.0508952061e+01, -2.0000000000e+01
8.4562000000e+09, -5.4477320000e-06, 1.3221230000e-04, -7.7567195572e+01, 3.3027903994e+01, -2.0000000000e+01
8.4563000000e+09, 8.8335440000e-05, 9.5547450000e-05, -7.7712798093e+01, 3.2240525276e+01, -2.0000000000e+01
8.4564000000e+09, 2.7536590000e-05, -1.2932360000e-04, -7.7573875871e+01, 3.0054924886e+01, -2.0000000000e+01
8.4565000000e+09, -1.4496360000e-05, 1.2620280000e-04, -7.7921693645e+01, 3.3101087239e+01, -2.0000000000e+01
8.4566000000e+09, 3.7114640000e-05, -1.2150410000e-04, -7.7920764823e+01, 3.0141588602e+01, -2.0000000000e+01
8.4567000000e+09, 1.2554570000e-04, 1.7319040000e-05, -7.7942092489e+01, 3.1553011405e+01, -2.0000000000e+01
8.4568000000e+09, -8.7384810000e-05, 9.0202310000e-05, -7.8020977637e+01, 3.3756256905e+01, -2.0000000000e+01
8.4569000000e+09, 1.1110900000e-04, 5.6209830000e-05, -7.8095350956e+01, 3.1884281470e+01, -2.0000000000e+01
8.4570000000e+09, 9.3603990000e-05, 8.3320850000e-05, -7.8039877502e+01, 3.2143268497e+01, -2.0000000000e+01
8.4571000000e+09, 1.0584610000e-04, -5.9364600000e-05, -7.8318694169e+01, 3.0904785516e+01, -2.0000000000e+01
8.4572000000e+09, -9.5509670000e-05, 7.4070200000e-05, -7.8353946251e+01, 3.3897880795e+01, -2.0000000000e+01
8.4573000000e+09, -3.2616230000e-05, 1.1423940000e-04, -7.8503357644e+01, 3.3264831530e+01, -2.0000000000e+01
8.4574000000e+09, 1.0814960000e-04, -5.2878700000e-05, -7.8388569039e+01, 3.0961165752e+01, -2.0000000000e+01
8.4575000000e+09, 8.3431970000e-05, 8.5203860000e-05, -7.8470823427e+01, 3.2211831510e+01, -2.0000000000e+01
8.4576000000e+09, 1.1808720000e-04, 1.3259020000e-05, -7.8501533568e+01, 3.1527739825e+01, -2.0000000000e+01
8.4577000000e+09, 9.5628820000e-05, -6.5039220000e-05, -7.8737071395e+01, 3.0818666775e+01, -2.0000000000e+01
8.4578000000e+09, 6.4279250000e-05, -9.7762260000e-05, -7.8636193470e+01, 3.0426763810e+01, -2.0000000000e+01
8.4579000000e+09, -1.1550380000e-04, -1.0910290000e-05, -7.8709497053e+01, 2.8368512724e+01, -2.0000000000e+01
8.4580000000e+09, 9.2503760000e-05, 6.4611490000e-05, -7.8951173469e+01, 2.5742442434e+01, -2.0000000000e+01
8.4581000000e+09, -2.4856980000e-05, -1.1165110000e-04, -7.8832648556e+01, 2.3342886586e+01, -2.0000000000e+01
8.4582000000e+09, 1.1101000000e-04, 2.0314100000e-05, -7.8949709475e+01, 2.5313732127e+01, -2.0000000000e+01
8.4583000000e+09, 1.0700870000e-04, -4.1310520000e-05, -7.8808292309e+01, 2.4764319788e+01, -2.0000000000e+01
8.4584000000e+09, 4.6258400000e-05, -1.0206870000e-04, -7.9010843944e+01, 2.3987463793e+01, -2.0000000000e+01
8.4585000000e+09, 1.0778800000e-04, 3.0697120000e-05, -7.9009907860e+01, 2.5410187657e+01, -2.0000000000e+01
8.4586000000e+09, -7.1629690000e-05, 8.6221170000e-05, -7.9008408720e+01, 2.7396759274e+01, -2.0000000000e+01
8.4587000000e+09, -1.8560400000e-05, -1.1008440000e-04, -7.9043751897e+01, 2.9678099539e+01, -2.0000000000e+01
8.4588000000e+09, 7.4912070000e-05, -8.3789160000e-05, -7.8985127020e+01, 3.0574650740e+01, -2.0000000000e+01
8.4589000000e+09, 5.5995810000e-06, -1.1428800000e-04, -7.8829574405e+01, 2.9894086414e+01, -2.0000000000e+01
8.4590000000e+09, 8.9616090000e-05, 6.6741800000e-05, -7.9035936626e+01, 3.2056060726e+01, -2.0000000000e+01
8.4591000000e+09, 1.0042500000e-04, -4.5578630000e-05, -7.9149738567e+01, 3.0989869423e+01, -2.0000000000e+01
8.4592000000e+09, -8.4449680000e-05, -6.8967130000e-05, -7.9248834050e+01, 2.8959154356e+01, -2.0000000000e+01
8.4593000000e+09, -7.3672620000e-05, -7.9134890000e-05, -7.9321860181e+01, 2.9095462916e+01, -2.0000000000e+01
8.4594000000e+09, -1.0586440000e-04, -2.2751340000e-05, -7.9308910505e+01, 2.8486024214e+01, -2.0000000000e+01
8.4595000000e+09, -2.2909110000e-05, -1.0693290000e-04, -7.9222879783e+01, 2.9634082323e+01, -2.0000000000e+01
8.4596000000e+09, 6.7671760000e-06, -1.0720640000e-04, -7.9378315680e+01, 2.9908169445e+01, -2.0000000000e+01
8.4597000000e+09, -8.5893760000e-05, -6.3952960000e-05, -7.9405229536e+01, 2.8914343557e+01, -2.0000000000e+01
8.4598000000e+09, 8.3634580000e-05, -7.0795350000e-05, -7.9205754524e+01, 3.0713477123e+01, -2.0000000000e+01
8.4599000000e+09, 6.7746760000e-06, -1.0532450000e-04, -7.9531480829e+01, 2.9909363660e+01, -2.0000000000e+01
8.4600000000e+09, -6.2443290000e-05, -8.6676970000e-05, -7.9426358930e+01, 2.9220834650e+01, -2.0000000000e+01

8.4400000000e+09, -8.0782410000e-05, -6.2123410000e-05, -7.9835886550e+01, -2.4860285155e+00, -2.0000000000e+01
8.4401000000e+09, 9.9476350000e-05, -2.3087730000e-05, -7.9817745112e+01, -2.2805499095e-01, -2.0000000000e+01
8.4402000000e+09, 1.2557160000e-05, -1.0106140000e-04, -7.9841756456e+01, -1.4471771231e+00, -2.0000000000e+01
8.4403000000e+09, -1.0062300000e-04, -2.6532070000e-05, -7.9654140980e+01, -2.8837825942e+00, -2.0000000000e+01
8.4404000000e+09, -7.7366900000e-05, 6.8217260000e-05, -7.9730897298e+01, -3.8642255964e+00, -2.0000000000e+01
8.4405000000e+09, 7.9322140000e-05, 6.6026300000e-05, -7.9725902808e+01, -5.5890088967e+00, -2.0000000000e+01
8.4406000000e+09, -1.0469530000e-04, 2.7982630000e-06, -7.9598354928e+01, -3.1683139768e+00, -2.0000000000e+01
8.4407000000e+09, 1.0504610000e-04, 1.2730500000e-06, -7.9571763538e+01, -6.2710669355e+00, -2.0000000000e+01
8.4408000000e+09, 2.3590470000e-05, 1.0250910000e-04, -7.9560632668e+01, -4.9385813042e+00, -2.0000000000e+01
8.4409000000e+09, -7.9188770000e-05, 6.9549660000e-05, -7.9543634838e+01, -3.8622755324e+00, -2.0000000000e+01
8.4410000000e+09, -6.9084400000e-05, -7.9699980000e-05, -7.9537100859e+01, -2.2849664390e+00, -2.0000000000e+01
8.4411000000e+09, -8.9619620000e-05, 5.3944410000e-05, -7.9609161630e+01, -3.6834273778e+00, -2.0000000000e+01
8.4412000000e+09, -1.8808610000e-05, 1.0350490000e-04, -7.9559689860e+01, -4.5326333320e+00, -2.0000000000e+01
8.4413000000e+09, -3.2290170000e-05, -1.0273330000e-04, -7.9356623567e+01, -1.8753299013e+00, -2.0000000000e+01
8.4414000000e+09, -1.0627880000e-04, -1.7074490000e-05, -7.9360394302e+01, -2.9822963353e+00, -2.0000000000e+01
8.4415000000e+09, 1.0595500000e-04, -1.5137530000e-05, -7.9409818999e+01, -1.4190724193e-01, -2.0000000000e+01
8.4416000000e+09, -5.9206660000e-05, 8.9960700000e-05, -7.9356035602e+01, 2.1528720177e+00, -2.0000000000e+01
8.4417000000e+09, -1.0362440000e-04, 3.9446420000e-05, -7.9103055080e+01, 2.7778626773e+00, -2.0000000000e+01
8.4418000000e+09, -6.8347780000e-05, 8.4072920000e-05, -7.9303439293e+01, 2.2533888916e+00, -2.0000000000e+01
8.4419000000e+09, -9.5384490000e-05, -5.4418430000e-05, -7.9186683049e+01, 3.6600509726e+00, -2.0000000000e+01
8.4420000000e+09, 6.7922920000e-05, -8.3358510000e-05, -7.9369608654e+01, 5.3961067353e+00, -2.0000000000e+01
8.4421000000e+09, -5.6291500000e-05, 9.2142750000e-05, -7.9333379769e+01, 8.4023891217e+00, -2.0000000000e+01
8.4422000000e+09, -1.1057480000e-04, 2.0553130000e-06, -7.9125376537e+01, 9.4061925657e+00, -2.0000000000e+01
8.4423000000e+09, -7.8837950000e-05, 7.6691870000e-05, -7.9173199756e+01, 8.6531774332e+00, -2.0000000000e+01
8.4424000000e+09, 1.9875070000e-05, 1.0647830000e-04, -7.9306040039e+01, 7.6694468171e+00, -2.0000000000e+01
8.4425000000e+09, 5.1816680000e-05, 9.8338320000e-05, -7.9081434182e+01, 7.3690286683e+00, -2.0000000000e+01
8.4426000000e+09, -1.0151030000e-04, 4.7145010000e-05, -7.9021531662e+01, 8.9899843423e+00, -2.0000000000e+01
8.4427000000e+09, 5.6095130000e-05, 9.6876400000e-05, -7.9019899935e+01, 7.3291178841e+00, -2.0000000000e+01
8.4428000000e+09, -4.0728260000e-05, 1.0593470000e-04, -7.8900520440e+01, 8.2210250775e+00, -2.0000000000e+01
8.4429000000e+09, -1.1350350000e-04, -3.0830220000e-06, -7.8896611912e+01, 9.4519336355e+00, -2.0000000000e+01
8.4430000000e+09, -1.1243290000e-04, -2.7282310000e-05, -7.8733660037e+01, 9.6628310246e+00, -2.0000000000e+01
8.4431000000e+09, -2.5570940000e-07, 1.1417530000e-04, -7.8848534988e+01, 7.8562212512e+00, -2.0000000000e+01
8.4432000000e+09, -2.5213460000e-05, 1.1224730000e-04, -7.8782703145e+01, 8.0749383560e+00, -2.0000000000e+01
8.4433000000e+09, -1.0498100000e-04, -3.9927170000e-05, -7.8991062294e+01, 9.7882111883e+00, -2.0000000000e+01
8.4434000000e+09, -7.6764150000e-06, 1.1897580000e-04, -7.8472785457e+01, 7.9184131351e+00, -2.0000000000e+01
8.4435000000e+09, 8.9705680000e-05, 6.9208950000e-05, -7.8915368721e+01, 6.9403121343e+00, -2.0000000000e+01
8.4436000000e+09, 9.3232060000e-05, 7.1194890000e-05, -7.8613522341e+01, 6.9353533228e+00, -2.0000000000e+01
8.4437000000e+09, -6.2684480000e-05, 9.6907770000e-05, -7.8754807799e+01, 8.4281369923e+00, -2.0000000000e+01
8.4438000000e+09, -1.1031880000e-04, -3.0675880000e-05, -7.8823559928e+01, 9.6959921363e+00, -2.0000000000e+01
8.4439000000e+09, 1.1430220000e-04, -1.8130770000e-05, -7.8730988575e+01, 1.2409059872e+01, -2.0000000000e+01
8.4440000000e+09, 1.8172110000e-05, 1.1784620000e-04, -7.8471629430e+01, 1.3984170094e+01, -2.0000000000e+01
8.4441000000e+09, 7.4107110000e-05, 9.1950250000e-05, -7.8555281601e+01, 1.3458809745e+01, -2.0000000000e+01
8.4442000000e+09, -1.1600790000e-04, -2.2231560000e-05, -7.8553611940e+01, 1.5897305983e+01, -2.0000000000e+01
8.4443000000e+09, 1.1939810000e-04, 1.8210240000e-05, -7.8360185616e+01, 1.9000906569e+01, -2.0000000000e+01
8.4444000000e+09, 1.1984510000e-04, 1.1666750000e-05, -7.8386631168e+01, 1.8946598720e+01, -2.0000000000e+01
8.4445000000e+09, -1.0235080000e-04, 6.3948460000e-05, -7.8366867739e+01, 2.1432695340e+01, -2.0000000000e+01
8.4446000000e+09, 1.1880770000e-04, -1.4523750000e-05, -7.8438687206e+01, 1.8727913604e+01, -2.0000000000e+01
8.4447000000e+09, 6.8293730000e-05, 1.0067180000e-04, -7.8297721822e+01, 1.9824284232e+01, -2.0000000000e+01
8.4448000000e+09, -2.5074330000e-05, 1.2069870000e-04, -7.8182450456e+01, 2.0625181952e+01, -2.0000000000e+01
8.4449000000e+09, 8.6296260000e-05, 8.7462210000e-05, -7.8211184737e+01, 1.9641664161e+01, -2.0000000000e+01
8.4450000000e+09, 4.4138450000e-05, 1.1573630000e-04, -7.8140870569e+01, 2.0056007916e+01, -2.0000000000e+01
8.4451000000e+09, 1.2018590000e-04, 3.2786240000e-05, -7.8091198096e+01, 1.9115871995e+01, -2.0000000000e+01
8.4452000000e+09, -1.2283370000e-04, 8.0639430000e-06, -7.8194972201e+01, 2.1925593372e+01, -2.0000000000e+01
8.4453000000e+09, 8.7402880000e-05, 9.1808640000e-05, -7.7940357495e+01, 1.9659533268e+01, -2.0000000000e+01
8.4454000000e+09, 1.2056560000e-04, 3.7036950000e-05, -7.7983898896e+01, 1.9147598980e+01, -2.0000000000e+01
8.4455000000e+09, -1.3067770000e-04, 8.2780620000e-06, -7.7658577588e+01, 2.1927885940e+01, -2.0000000000e+01
8.4456000000e+09, 1.1348230000e-04, -5.5975370000e-05, -7.7955686731e+01, 2.4674506588e+01, -2.0000000000e+01
8.4457000000e+09, 7.3797590000e-05, 1.0953900000e-04, -7.7583320930e+01, 2.6110674195e+01, -2.0000000000e+01
8.4458000000e+09, 1.2873750000e-04, -2.1366830000e-05, -7.7687882763e+01, 2.4968268446e+01, -2.0000000000e+01
8.4459000000e+09, 6.9602870000e-05, -1.1458000000e-04, -7.7453761416e+01, 2.4107832306e+01, -2.0000000000e+01
8.4460000000e+09, 1.3134090000e-04, 3.6293100000e-05, -7.7312437344e+01, 2.5402341168e+01, -2.0000000000e+01
8.4461000000e+09, -8.6133900000e-05, -1.0664270000e-04, -7.7260336015e+01, 2.2882534436e+01, -2.0000000000e+01
8.4462000000e+09, 1.3584170000e-04, 2.2338600000e-05, -7.7223453989e+01, 2.5295728309e+01, -2.0000000000e+01
8.4463000000e+09, -1.3947520000e-04, -9.7974020000e-06, -7.7088683333e+01, 2.8344463447e+01, -2.0000000000e+01
8.4464000000e+09, 9.9408230000e-05, -1.0098320000e-04, -7.6972448807e+01, 3.0622669066e+01, -2.0000000000e+01
8.4465000000e+09, 1.3161640000e-04, -5.4386490000e-05, -7.6929156235e+01, 3.1024076062e+01, -2.0000000000e+01
8.4466000000e+09, 8.9992590000e-05, -1.1538310000e-04, -7.6693442658e+01, 3.0507522943e+01, -2.0000000000e+01
8.4467000000e+09, 1.3826590000e-04, -5.0223790000e-05, -7.6647449876e+01, 3.1067505110e+01, -2.0000000000e+01
8.4468000000e+09, 9.4735600000e-05, -1.1444070000e-04, -7.6561679988e+01, 3.0536602249e+01, -2.0000000000e+01
8.4469000000e+09, 1.1336350000e-04, -1.0231250000e-04, -7.6322876418e+01, 3.0681722497e+01, -2.0000000000e+01
8.4470000000e+09, 1.4490540000e-04, -5.7280680000e-05, -7.6147754432e+01, 3.1039480972e+01, -2.0000000000e+01
8.4471000000e+09, 5.7480880000e-05, -1.4315440000e-04, -7.6234735225e+01, 3.0226955420e+01, -2.0000000000e+01
8.4472000000e+09, 5.3415960000e-05, -1.5003900000e-04, -7.5957657103e+01, 3.0187152488e+01, -2.0000000000e+01
8.4473000000e+09, 1.2838590000e-04, -9.8276240000e-05, -7.5826751669e+01, 3.0762594556e+01, -2.0000000000e+01
8.4474000000e+09, -7.4711180000e-05, -1.4587450000e-04, -7.5708757186e+01, 2.9371801469e+01, -2.0000000000e+01
8.4475000000e+09, 1.1483870000e-04, -1.1999500000e-04, -7.5592998222e+01, 3.0608574660e+01, -2.0000000000e+01
8.4476000000e+09, 9.9919930000e-05, 1.3335690000e-04, -7.5564545362e+01, 3.2343691012e+01, -2.0000000000e+01
8.4477000000e+09, 7.1593650000e-05, -1.5663280000e-04, -7.5278363978e+01, 3.0273855873e+01, -2.0000000000e+01
8.4478000000e+09, -3.0046150000e-05, -1.7220990000e-04, -7.5148605661e+01, 2.9672394959e+01, -2.0000000000e+01
8.4479000000e+09, 1.0624490000e-04, 1.4592790000e-04, -7.4870098543e+01, 3.2357409015e+01, -2.0000000000e+01
8.4480000000e+09, -3.1250420000e-05, 1.8191070000e-04, -7.4676521947e+01, 3.3156852123e+01, -2.0000000000e+01
8.4481000000e+09, 1.1640380000e-04, -1.4724830000e-04, -7.4530638552e+01, 3.0514068362e+01, -2.0000000000e+01
8.4482000000e+09, -4.8458320000e-05, -1.8330780000e-04, -7.4443016088e+01, 2.9586687320e+01, -2.0000000000e+01
8.4483000000e+09, 1.4418600000e-05, 1.9610720000e-04, -7.4126715406e+01, 2.6630145540e+01, -2.0000000000e+01
8.4484000000e+09, -2.2670120000e-05, -1.9963330000e-04, -7.3939693423e+01, 2.9732055793e+01, -2.0000000000e+01
8.4485000000e+09, 1.6229430000e-04, -1.2145960000e-04, -7.3862440496e+01, 3.0773455957e+01, -2.0000000000e+01
8.4486000000e+09, -1.1880680000e-04, -1.6969300000e-04, -7.3674336926e+01, 2.9234318426e+01, -2.0000000000e+01
8.4487000000e+09, 8.1438090000e-05, -1.9970230000e-04, -7.3324240506e+01, 3.0232340406e+01, -2.0000000000e+01
8.4488000000e+09, -4.5128840000e-05, -2.1869740000e-04, -7.3022027399e+01, 2.9641633633e+01, -2.0000000000e+01
8.4489000000e+09, 7.8617870000e-05, -2.1403150000e-04, -7.2840780735e+01, 3.0197150044e+01, -2.0000000000e+01
8.4490000000e+09, 1.5516820000e-04, -1.7942240000e-04, -7.2497264197e+01, 3.0558165758e+01, -2.0000000000e+01
8.4491000000e+09, 1.0683250000e-04, -2.1551060000e-04, -7.2376365696e+01, 3.0305346415e+01, -2.0000000000e+01
8.4492000000e+09, -8.0405580000e-05, -2.3419220000e-04, -7.2124612898e+01, 2.9514408376e+01, -2.0000000000e+01
8.4493000000e+09, 2.4908580000e-04, 5.6401540000e-05, -7.1855867813e+01, 3.1638605636e+01, -2.0000000000e+01
8.4494000000e+09, -6.5811900000e-05, -2.5422800000e-04, -7.1613833368e+01, 2.9591821268e+01, -2.0000000000e+01
8.4495000000e+09, -1.8420480000e-04, -1.9893230000e-04, -7.1336803510e+01, 2.9098152373e+01, -2.0000000000e+01
8.4496000000e+09, -5.4018010000e-05, -2.7331150000e-04, -7.1100424678e+01, 2.9650002353e+01, -2.0000000000e+01
8.4497000000e+09, -2.3056720000e-04, -1.6868080000e-04, -7.0882329630e+01, 2.8905948506e+01, -2.0000000000e+01
8.4498000000e+09, -2.5053620000e-04, -1.4565490000e-04, -7.0758048025e+01, 2.8800944205e+01, -2.0000000000e+01
8.4499000000e+09, -2.8066160000e-04, -1.0362390000e-04, -7.0481340402e+01, 2.8628021355e+01, -2.0000000000e+01
8.4500000000e+09, -3.0569140000e-04, 5.8140020000e-06, -7.0292764895e+01, 2.8255316988e+01, -2.0000000000e+01
8.4501000000e+09, -2.9091720000e-04, -1.1516190000e-04, -7.0092391323e+01, 2.8651264475e+01, -2.0000000000e+01
8.4502000000e+09, -3.0292730000e-04, -9.8444760000e-05, -6.9937208950e+01, 2.8588546038e+01, -2.0000000000e+01
8.4503000000e+09, -3.1242600000e-04, -9.6052370000e-05, -6.9712821234e+01, 2.8572602664e+01, -2.0000000000e+01
8.4504000000e+09, -3.2245290000e-04, -9.0739380000e-05, -6.9499703426e+01, 2.8548643591e+01, -2.0000000000e+01
8.4505000000e+09, -3.3857400000e-04, 3.8229420000e-05, -6.9351908160e+01, 2.8161897060e+01, -2.0000000000e+01
8.4506000000e+09, -3.2095640000e-04, -1.2667100000e-04, -6.9242394002e+01, 2.8650234679e+01, -2.0000000000e+01
8.4507000000e+09, -3.5300340000e-04, -1.2780880000e-05, -6.9038732871e+01, 2.8310524184e+01, -2.0000000000e+01
8.4508000000e+09, -3.1730210000e-04, 1.5348290000e-04, -6.9057468655e+01, 2.7823801204e+01, -2.0000000000e+01
8.4509000000e+09, -3.3107440000e-04, 1.3033210000e-04, -6.8975775648e+01, 2.7899301408e+01, -2.0000000000e+01
8.4510000000e+09, -3.3184480000e-04, 1.2590400000e-04, -6.8997232571e+01, 2.7911705782e+01, -2.0000000000e+01
8.4511000000e+09, -3.1346770000e-04, 1.6214740000e-04, -6.9046430938e+01, 2.7796966014e+01, -2.0000000000e+01
8.4512000000e+09, -2.7895290000e-04, 2.1075420000e-04, -6.9128148930e+01, 2.7627309997e+01, -2.0000000000e+01
8.4513000000e+09, -2.1045900000e-04, 2.6917800000e-04, -6.9327439055e+01, 2.7367118057e+01, -2.0000000000e+01
8.4514000000e+09, -2.1501740000e-04, 2.5663270000e-04, -6.9504221854e+01, 2.7400930208e+01, -2.0000000000e+01
8.4515000000e+09, -2.7675120000e-04, 1.7210710000e-04, -6.9738260838e+01, 2.7717978537e+01, -2.0000000000e+01
8.4516000000e+09, -2.2454590000e-04, 2.2455660000e-04, -6.9963390501e+01, 2.7488911894e+01, -2.0000000000e+01
8.4517000000e+09, -2.0618270000e-04, 2.2485730000e-04, -7.0311804349e+01, 2.7445638278e+01, -2.0000000000e+01
8.4518000000e+09, -1.7055580000e-04, 2.4011280000e-04, -7.0617633708e+01, 2.7321153055e+01, -2.0000000000e+01
8.4519000000e+09, -1.5836700000e-04, 2.3195720000e-04, -7.1030097029e+01, 2.7302587051e+01, -2.0000000000e+01
8.4520000000e+09, 7.3141510000e-06, 2.6977320000e-04, -7.1376832723e+01, 2.6676431973e+01, -2.0000000000e+01
8.4521000000e+09, -6.7910090000e-05, 2.4734650000e-04, -7.1818264401e+01, 2.6971489524e+01, -2.0000000000e+01
8.4522000000e+09, -2.5682140000e-05, 2.4951880000e-04, -7.2012167812e+01, 2.6806103057e+01, -2.0000000000e+01
